4987896	80	1258.8	33.1465	30024
5208729	78	1212.12	32.9828	29164
5439339	77	1106.08	32.9904	28960
5680159	75	1387.2	32.8189	28292
5931642	74	1028.74	32.8591	28664
6194258	73	1271.12	32.7846	28868
6468501	71	1263.54	32.7173	30460
6754886	70	1151.84	32.6917	29472
7053950	69	1295.3	32.6329	29856
7366255	67	1266.81	32.6095	29320
7692387	66	1072	32.3937	31080
8032959	65	1115.46	32.465	31316
8388608	64	1099.64	32.4119	30592
