1	0	0	0	0	0
2	0	0	0	256.143	256.143
3	0	0	0	16.9019	16.9019
4	0	0	0	12.699	12.699
5	0	0	0	6.21691	6.21691
6	0	0	0	5.75495	5.75495
7	0	0	0	4.16591	4.16591
8	0	0	0	4.50242	4.50242
9	0	0	0	3.81734	3.81734
10	0	0	0	3.16742	3.16742
11	0	0	0	3.03249	3.03249
12	0	0	0	2.51049	2.51049
13	0	0	0	2.90692	2.90692
15	0	0	0	2.64339	2.64339
16	0	0	0	2.40778	2.40778
17	0	0	0	2.34671	2.34671
19	0	0	0	2.49665	2.49665
21	0	0	0	0	2.03775
23	0	0	0	1.24887	2.23133
25	0	0	0	1.0775	1.86775
27	0	0	0	1.1183	1.77166
29	0	0	0	1.11127	1.96353
32	0	0	0	0.885727	1.89602
35	0	0	0	0.893787	1.56644
38	0	0	0	0.903037	1.57956
41	0	0	0	0	1.45844
45	0	0	0	0.65855	1.34237
49	0	0	0	0.69046	1.36065
54	0	0	0	0.714398	1.71794
59	0	0	0	0.559922	1.4536
64	0	0	0	0.480177	1.51795
70	0	0	0	0.534257	1.38514
76	0	0	0	0.456809	1.48302
83	0	0	0	0.363987	1.11436
91	0	0	0	0.362253	1.25097
99	0	0	0	0.299096	1.21682
108	0	0	0	0.282719	0.699114
117	0	0	0	0.323944	0.652894
128	0	0	0	0.231515	0.671314
140	0	0	0	0	0.56418
152	0	0	0	0.197832	0.641603
166	0	0	0	0.17406	0.566245
181	0	0	0	0	0.534604
197	0	0	0	0.158622	0.552664
215	0	0	0	0.153852	0.360928
235	0	0	0	0.137023	0.379267
256	0	0	0	0.136378	0.381959
279	0	0	0	0.144637	0.443055
304	0	0	0	0.115717	0.399489
332	0	0	0	0.124865	0.339956
362	0	0	0	0.0888111	0.361142
395	0	0	0	0.0881592	0.374258
431	0	0	0	0.0908245	0.257475
470	0	0	0	0.0748011	0.299555
512	0	0	0.0218704	0.0724951	0.236444
558	0	0	0.017312	0.0683463	0.21903
609	0	0	0.0190226	0.0639337	0.173857
664	0	0	0.0206123	0.0638685	0.175731
724	0	0	0.0201719	0.0712639	0.308603
790	0	0	0.0200588	0.0690075	0.332409
861	0	0	0.0146051	0.0526422	0.216124
939	0	0	0.0134107	0.0524385	0.210802
1024	0	0	0.0136306	0.0547062	0.182836
1117	0	0	0.0125421	0.0440683	0.164154
1218	0	0	0.0136263	0.0444207	0.151394
1328	0	0	0.0140364	0.038634	0.130908
1448	0	0	0.0134095	0.0408388	0.132936
1579	0	0	0.0137191	0.0508738	0.302325
1722	0	0	0.0132594	0.0456196	0.182131
1878	0	0	0.0107965	0.0411265	0.205758
2048	0	0	0.00982901	0.0480997	0.12871
2233	0	0	0.0110019	0.0430061	0.128566
2435	0	0	0.0106522	0.0424362	0.133082
2656	0	0	0.00948467	0.0380361	0.142831
2896	0	0	0.0100296	0.0378344	0.125836
3158	0	0	0.00956119	0.0321794	0.135289
3444	0	0	0.00946435	0.0314693	0.115931
3756	0	0	0.0086152	0.0320866	0.104381
4096	0	0.0200135	0.0100894	0.0440545	0.127686
4467	0	0.0155116	0.0103631	0.0417363	0.14823
4871	0	0.0142918	0.00889299	0.0389902	0.155173
5312	0	0.0151233	0.0108286	0.0353842	0.147645
5793	0	0.0171767	0.0109064	0.0351682	0.145485
6317	0	0.0163222	0.0113368	0.0355917	0.172812
6889	0	0.0149774	0.0118399	0.0349635	0.137892
7512	0	0.0159331	0.0106611	0.0310288	0.115006
8192	0	0.0148257	0.0103249	0.0318406	0.138087
8933	0	0.0146284	0.011116	0.0385183	0.151892
9742	0	0.0137757	0.0104568	0.0332303	0.201479
10624	0	0.0124014	0.00970115	0.0333865	0.124592
11585	0	0.0118667	0.00999917	0.0360482	0.15743
12634	0	0.0113256	0.0100201	0.0408799	0.148415
13777	0	0.0100264	0.00957823	0.0337709	0.129315
15024	0	0.00933301	0.00959345	0.031165	0.116271
16384	0	0.00898991	0.00988848	0.0322978	0.133053
17867	0	0.00930031	0.00909736	0.0292111	0.106436
19484	0	0.00973966	0.00954719	0.0360712	0.106541
21247	0	0.00893598	0.0103104	0.0314377	0.12798
23170	0	0.00911501	0.0100497	0.0317137	0.142103
25268	0	0.00820768	0.0094444	0.0363395	0.163896
27554	0	0.00921782	0.0103976	0.0365189	0.149557
30048	0	0.00996953	0.00923114	0.0322239	0.125478
32768	0	0.00887651	0.00942894	0.0331362	0.116762
35734	0	0.00962395	0.0098638	0.0348018	0.0997506
38968	0	0.00947762	0.00987965	0.0373383	0.10358
42495	0.00975194	0.00906274	0.0102912	0.0367225	0.118
46341	0.010861	0.00961655	0.0104565	0.0342597	0.152166
50535	0.00909622	0.00873285	0.0100158	0.0379852	0.186641
55109	0.0104496	0.00890889	0.0102068	0.0351202	0.142367
60097	0.0119232	0.00911029	0.00998159	0.0350619	0.127395
65536	0.0114333	0.00908856	0.0101439	0.0315428	0.12673
71468	0.0123527	0.00874743	0.00943458	0.0302409	0.103639
77936	0.010151	0.00938337	0.0111443	0.0388076	0.140668
84990	0.0099078	0.00866699	0.0104352	0.0337847	0.133367
92682	0.011124	0.00874695	0.00978624	0.0421121	0.146543
101070	0.0111531	0.00822186	0.0115412	0.0328794	0.202443
110218	0.00929525	0.00857432	0.0106114	0.0371616	0.128577
120194	0.00947793	0.00902583	0.0104006	0.0317509	0.113345
131072	0.00952835	0.00961062	0.0105611	0.0303299	0.120075
142935	0.0110268	0.00922752	0.00892847	0.0304444	0.111712
155872	0.0106877	0.00883961	0.0092132	0.033889	0.139965
