1000	256	95.7852	22.2579	801.267	1636.33	10266.6	10438.5	3126.78
10000	256	78.2031	19.0898	1041.24	2989.98	15747.8	16378.2	4808.84
100000	256	153.051	37.9717	2547.59	4857.88	20988.1	18320.1	6361.81
1000000	256	382.781	29.6885	2904	9104.15	27054.6	27756.7	7876.58
10000000	256	443.215	33.3596	2642.96	12191.4	99362.5	75696.6	9374.61
100000000	256	833.793	36.2058	2993.18	14757.3	82780.9	58397.1	10839.9
