1	0	0	0	0	0
2	0	0	0	0	0
3	0	0	0	0	0
4	0	0	0	0	0
5	0	0	0	0	0
6	0	0	0	0	0
7	0	0	0	0	0
8	0	0	0	0	0
9	0	0	0	0	0
10	0	0	0	0	0
11	0	0	0	0	0
12	0	0	0	0	0
13	0	0	0	0	0
15	0	0	0	0	0
16	0	0	0	0	0
17	0	0	0	0	0
19	0	0	0	0	0
21	0	0	0	0	0
23	0	0	0	0	0
25	0	0	0	0	0
27	0	0	0	0	0
29	0	0	0	0	0
32	0	0	0	0	0
35	0	0	0	0	0
38	0	0	0	0	0
41	0	0	0	0	0
45	0	0	0	0	0
49	0	0	0	0	0
54	0	0	0	0	0
59	0	0	0	0	0
64	0	0	0	0	0
70	0	0	0	0	0
76	0	0	0	0	0
83	0	0	0	0	0
91	0	0	0	0	0
99	0	0	0	0	0
108	0	0	0	0	0
117	0	0	0	0	0
128	0	0	0	0	0
140	0	0	0	0	0
152	0	0	0	0	0
166	0	0	0	0	0
181	0	0.552486	0	0	0
197	0.507614	0.507614	0	0	0
215	0.465116	0.465116	0	0	0
235	0.425532	0.425532	0	0	0
256	0.390625	0.390625	0	0	0
279	0.358423	0.358423	0	0	0
304	0.328947	0.328947	0	0	0
332	0.301205	0.301205	0	0	0
362	0.276243	0.276243	0	0	0
395	0.253165	0.253165	0.253165	0	0
431	0.232019	0.232019	0.232019	0	0
470	0.212766	0.212766	0.212766	0	0
512	0.390625	0.390625	0.390625	0	0
558	0.537634	0.716846	0.358423	0	0
609	0.492611	0.656814	0.328407	0	0
664	0.60241	0.60241	0.301205	0	0
724	0.552486	0.552486	0.276243	0	0
790	0.506329	0.506329	0.253165	0	0
861	0.464576	0.464576	0.232288	0	0
939	0.425985	0.425985	0.319489	0	0
1024	0.390625	0.390625	0.292969	0	0
1117	0.447628	0.537153	0.358102	0	0
1218	0.410509	0.738916	0.410509	0	0
1328	0.451807	0.677711	0.376506	0	0
1448	0.621547	0.621547	0.345304	0	0
1579	0.569981	0.633312	0.316656	0	0
1722	0.522648	0.58072	0.29036	0	0
1878	0.692226	0.692226	0.319489	0	0
2048	0.634766	0.585938	0.341797	0	0
2233	0.582176	0.582176	0.31348	0	0
2435	0.533881	0.574949	0.287474	0	0
2656	0.527108	0.527108	0.301205	0	0
2896	0.448895	0.552486	0.310773	0	0
3158	0.538315	0.633312	0.379987	0.0316656	0
3444	0.551684	0.609756	0.348432	0.029036	0
3756	0.585729	0.612354	0.346113	0.0266241	0
4096	0.610352	0.65918	0.390625	0.0244141	0
4467	0.626819	0.604433	0.358182	0.0447728	0
4871	0.656949	0.63642	0.390064	0.0410593	0
5312	0.64006	0.545934	0.395331	0.0376506	0
5793	0.535129	0.569653	0.397031	0.0517866	0
6317	0.5224	0.633212	0.364097	0.0474909	0
6889	0.624183	0.595152	0.391929	0.0580636	0
7512	0.612354	0.65229	0.399361	0.0532481	0
8192	0.610352	0.524902	0.402832	0.0488281	0
8933	0.626889	0.526139	0.358222	0.0447778	0
9742	0.667214	0.677479	0.379799	0.0410593	0
10624	0.649473	0.489458	0.432982	0.0376506	0
11585	0.578334	0.535175	0.440224	0.0345274	0
12634	0.53823	0.50657	0.395757	0.0316606	0
13777	0.537127	0.515352	0.362924	0.0362924	0
15024	0.572417	0.565761	0.372737	0.0399361	0
16384	0.65918	0.628662	0.415039	0.0366211	0
17867	0.638048	0.654839	0.397381	0.0391784	0
19484	0.667214	0.682611	0.461917	0.0410593	0
21247	0.65421	0.682449	0.480068	0.0376524	0
23170	0.656021	0.548123	0.46612	0.0474752	0
25268	0.585721	0.55406	0.443248	0.0474909	0
27554	0.537127	0.508093	0.493576	0.0471801	0
30048	0.70221	0.552449	0.422657	0.0432641	0
32768	0.619507	0.71106	0.436401	0.0457764	0
35734	0.643645	0.735994	0.481334	0.0475737	0.00279846
38968	0.672347	0.723671	0.482447	0.0461917	0.00513242
42495	0.623603	0.611837	0.411813	0.0400047	0.00470644
46341	0.595585	0.608532	0.438057	0.0496321	0.00647375
50535	0.583754	0.619373	0.415554	0.0514495	0.00791531
55109	0.627847	0.653251	0.39558	0.0489938	0.00907293
60097	0.703862	0.750453	0.39769	0.0549112	0.00831988
65536	0.610352	0.645447	0.416565	0.050354	0.0106812
71468	0.659036	0.65204	0.444954	0.0601668	0.00839537
77936	0.683894	0.701858	0.46705	0.0564566	0.0102648
84990	0.695376	0.668314	0.462407	0.0470644	0.00941287
92682	0.585874	0.66248	0.449926	0.0539479	0.00971062
101070	0.586722	0.62432	0.445236	0.0554071	0.00890472
110218	0.535303	0.641456	0.458183	0.058974	0.0108875
120194	0.733814	0.787061	0.407674	0.0590712	0.00998386
131072	0.614929	0.649261	0.479126	0.0564575	0.0106812
142935	0.64225	0.607269	0.451254	0.0538706	0.00979466
155872	0.671063	0.693518	0.438822	0.055815	0.0102648
169979	0.65008	0.666553	0.435936	0.0564776	0.0100012
185364	0.623098	0.632269	0.440215	0.050711	0.0102501
202141	0.646084	0.575341	0.458096	0.056891	0.00939938
220436	0.634198	0.613784	0.43051	0.052623	0.00998022
240387	0.574074	0.554938	0.447196	0.0553275	0.0099839
262144	0.66185	0.598526	0.489426	0.0526428	0.00991821
285870	0.641201	0.69787	0.529262	0.0563193	0.0115437
311744	0.670743	0.673309	0.435293	0.0574189	0.0102648
339959	0.67714	0.632723	0.473587	0.0517709	0.0100012
370728	0.583447	0.64198	0.425379	0.0552966	0.0115988
404281	0.618134	0.580042	0.465518	0.0551597	0.0108835
440872	0.626032	0.582936	0.489938	0.0555717	0.0117948
480774	0.710937	0.688889	0.474027	0.0580314	0.0116479
524288	0.759697	0.707054	0.453568	0.0576019	0.0120163
571740	0.6419	0.699969	0.40438	0.0622661	0.0115437
623487	0.671546	0.663847	0.494637	0.0590229	0.0123499
679917	0.64199	0.670817	0.450202	0.0520652	0.0120603
741455	0.63753	0.655198	0.405014	0.0619053	0.0121383
808563	0.682816	0.648805	0.47739	0.0598593	0.0119966
881744	0.53553	0.766662	0.457049	0.0650983	0.0111143
961548	0.574074	0.724769	0.42182	0.0541835	0.0101919
1048576	0.672626	0.809669	0.444031	0.0569344	0.011158
1143480	0.640413	0.657816	0.493144	0.0613041	0.0101445
1246974	0.671305	0.690391	0.466569	0.0570982	0.0101045
1359835	0.658683	0.654123	0.499399	0.0585365	0.0102954
1482910	0.665988	0.699773	0.494029	0.0550269	0.0109245
1617125	0.646332	0.640767	0.472443	0.0587462	0.0103888
1763488	0.626032	0.6858	0.450698	0.052623	0.0112845
1923097	0.718892	0.687069	0.450055	0.0564194	0.0106599
2097152	0.763988	0.692701	0.464582	0.0599384	0.0104904
2286960	0.641813	0.846845	0.470975	0.0552699	0.0111939
2493948	0.685018	0.792198	0.46252	0.0558151	0.0115079
2719670	0.656697	0.744907	0.45454	0.0570657	0.0117294
2965821	0.721082	0.568645	0.416714	0.0568477	0.0123069
3234251	0.590956	0.604035	0.471083	0.056551	0.0118111
3526975	0.63709	0.604342	0.413159	0.0546644	0.0122768
3846194	0.757242	0.659665	0.455723	0.0573554	0.0118299
4194304	0.684738	0.737739	0.499058	0.0609875	0.0105858
4573921	0.813394	0.80419	0.476112	0.0611729	0.0122433
4987896	0.668939	0.669822	0.45027	0.057439	0.0120291
5439339	0.651734	0.659565	0.463512	0.056312	0.0119868
5931642	0.657288	0.597693	0.399603	0.0585504	0.0122563
6468501	0.620005	0.659256	0.461421	0.0557471	0.0117956
7053950	0.669412	0.647892	0.458112	0.0533035	0.0113412
7692387	0.712302	0.768903	0.398121	0.0565754	0.0117129
8388608	0.624311	0.666535	0.446439	0.0555396	0.0117302
