1000	256	146.484	22.9842	697.882	1685.42	10165.4	9462.53	2194.95
10000	256	100.039	20.1072	1206.16	3204.93	14526.5	15961.4	3579.08
100000	256	146.523	24.406	2004.92	5238.86	15780.5	14241.7	4962.78
1000000	256	657.867	30.0652	1642.6	7706.22	55320	82843	6336.92
10000000	256	811.93	35.4181	4354.78	12364.6	40132.1	26569.2	7728.17
100000000	256	2078.29	37.9391	3401.41	13928.7	74125	59690.5	9107.14
